country_name_short	country_name	party_name_short	party_name_english	party_name	party_name_ascii	family_name_short	family_name	left_right	state_market	liberty_authority	eu_anti_pro	cmp	euprofiler	ees	castles_mair	huber_inglehart	ray	benoit_laver	chess	country_id	party_id	family_id
"NZL"	"New Zealand"	"LP"	"Labour Party"	"Labour Party"	"Labour Party"	"soc"	"Social democracy"	4.4830000000000005	3.9889	3.5	8.1	64320.0			1201.0	2703.0		7300.0		11	878	11.0
"NZL"	"New Zealand"	"MP"	"Maori Party"	"Māori Party"	"Maori Party"	"spec"	"Special issue"					64951.0								11	114	16.0
"NZL"	"New Zealand"	"Mana"	"Mana Party"	"Mana Party"	"Mana Party"	"spec"	"Special issue"													11	1972	16.0
"NZL"	"New Zealand"	"NLP"	"New Labour Party"	"New Labour Party"	"New Labour Party"	"soc"	"Social democracy"	2.7778	3.5	3.5	8.1					2701.0				11	930	11.0
"NZL"	"New Zealand"	"NP"	"National Party"	"National Party"	"National Party"	"con"	"Conservative"	6.7193	7.2299	6.9	7.8	64620.0			1203.0	2704.0		7268.0		11	997	26.0
"NZL"	"New Zealand"	"NZFP"	"New Zealand First Party"	"New Zealand First Party"	"New Zealand First Party"	"con"	"Conservative"	6.0388	5.4386	6.9	7.8	64621.0						7284.0		11	891	26.0
"NZL"	"New Zealand"	"NZP"	"New Zealand Party"	"New Zealand Party"	"New Zealand Party"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									11	2075	6.0
"NZL"	"New Zealand"	"OR"	"Outdoor Recreation New Zealand"	"Outdoor Recreation New Zealand"	"Outdoor Recreation New Zealand"	"spec"	"Special issue"													11	2074	16.0
"NZL"	"New Zealand"	"PP"	"Progressive Party"	"Progressive Party"	"Progressive Party"	"soc"	"Social democracy"	3.0194	2.6316	3.5	8.1	64422.0						7316.0		11	354	11.0
"NZL"	"New Zealand"	"SC|DP"	"Social Credit | Democratic Party"	"Social Credit | Democratic Party"	"Social Credit | Democratic Party"	"spec"	"Special issue"	5.6				64951.0			1202.0					11	1636	16.0
"NZL"	"New Zealand"	"UFNZ"	"United Future New Zealand"	"United Future New Zealand"	"United Future New Zealand"	"lib"	"Liberal"	6.1219	6.3158	3.5	8.8	64421.0						7332.0		11	1313	6.0
"NZL"	"New Zealand"	"UNZ"	"United New Zealand"	"United New Zealand"	"United New Zealand"	"con"	"Conservative"	6.1219	6.3158	6.9	7.8	64421.0						7332.0		11	917	26.0
"NZL"	"New Zealand"	"VP"	"Values Party"	"Values Party"	"Values Party"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5									11	1761	19.0
"NZL"	"New Zealand"	"no-seat"	"no seat"	"no seat"	"no seat"	"none"	"no family"													11	2070	12.0
"NZL"	"New Zealand"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"													11	1262	12.0
"POL"	"Poland"	"AWS"	"Solidarity Electoral Action"	"Akcja Wyborcza Solidarność Prawicy"	"Akcja Wyborcza Solidarnosc Prawicy"	"chr"	"Christian democracy"	7.1286	4.6148	8.1427	7.0491	92620.0						2928.0	2608.0	74	1355	3.0
"POL"	"Poland"	"BBWR"	"Non-Party Block for Supporting the Reforms"	"Bezpartyjny Blok Wspierania Reform"	"Bezpartyjny Blok Wspierania Reform"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	92901.0								74	1019	3.0
"POL"	"Poland"	"ChD"	"Christian Democracy"	"Chrześcijańska Demokracja"	"Chrzescijanska Demokracja"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	92520.0								74	334	3.0
"POL"	"Poland"	"D|W|U"	"Democratic | Freedom | Union"	"Demokratyczna | Wolności | Unia"	"Demokratyczna | Wolnosci | Unia"	"lib"	"Liberal"	5.2295	7.3132	2.1208	9.7641	92434.0						3180.0	2609.0	74	1104	6.0
"POL"	"Poland"	"IdP"	"Initiative for Poland"	"Inicjatywa dla Polski"	"Inicjatywa dla Polski"	"con"	"Conservative"	7.4	6.4	6.9	7.8									74	1680	26.0
"POL"	"Poland"	"K"	"Kukiz'15"	"Kukiz'15"	"Kukiz'15"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									74	2600	40.0
"POL"	"Poland"	"KLD"	"Liberal Democratic Congress"	"Kongres Liberalno-Demokratyczny"	"Kongres Liberalno-Demokratyczny"	"lib"	"Liberal"	5.2778	6.7	3.5	8.8	92420.0				3004.0				74	1544	6.0
"POL"	"Poland"	"KORWIN"	"Coalition for the Renewal of the Republic -- Liberty and Hope"	"Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja KORWiN"	"Koalicja Odnowy Rzeczypospolitej Wolnosc i Nadzieja KORWIN"	"con"	"Conservative"	7.4	6.4	6.9	7.8									74	2602	26.0
"POL"	"Poland"	"KPEiR"	"National Party of Pensioners and Retired"	"Krajowa Partia Emerytów i Rencistów"	"Krajowa Partia Emerytow i Rencistow"	"spec"	"Special issue"													74	109	16.0
"POL"	"Poland"	"KPEiR-RP"	"National Agreement of Pensioners and Retired of the Republic Poland"	"Krajowe Porozumienie Emerytów i Rencistów Rzeczypospolitej Polskiej"	"Krajowe Porozumienie Emerytow i Rencistow Rzeczypospolitej Polskiej"	"spec"	"Special issue"													74	1275	16.0
"POL"	"Poland"	"KPN"	"Confederation for Independent Poland"	"Konfederacja Polski Niepodległej"	"Konfederacja Polski Niepodleglej"	"right"	"Right-wing"	5.8333	5.9	8.6	2.4	92710.0				3006.0				74	548	40.0
"POL"	"Poland"	"LP"	"Libertas Poland"	"Libertas Polska"	"Libertas Polska"	"con"	"Conservative"	7.4	6.4	6.9	7.8			1616010.0						74	1671	26.0
"POL"	"Poland"	"LPR"	"League of Polish Families"	"Liga Polskich Rodzin"	"Liga Polskich Rodzin"	"con"	"Conservative"	8.8852	2.3257	9.7522	0.2933	92713.0	385.0					2954.0	2607.0	74	987	26.0
"POL"	"Poland"	"LiD"	"Left and Democrats"	"Lewica i Demokraci"	"Lewica i Demokraci"	"soc"	"Social democracy"	2.6486	2.6316	2.1902	9.1283							3102.0		74	180	11.0
"POL"	"Poland"	"MN"	"German minority"	"Mniejszość niemiecka w Polsce"	"Mniejszosc niemiecka"	"spec"	"Special issue"					92953.0								74	900	16.0
"POL"	"Poland"	"N"	"Modern"	"Nowoczesna"	"Nowoczesna"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									74	2601	6.0
"POL"	"Poland"	"NCD -BdP"	"National Christian Democratic -- Block for Poland"	"Narodowo Chrześcijańsko Demokratyczny – Blok dla Polski"	"Narodowo Chrzescijansko Demokratyczny -- Blok dla Polski"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3									74	1712	3.0
"POL"	"Poland"	"NKWW"	"National Voters Committee"	"Narodowy Komitet Wyborczy Wyborców"	"Narodowy Komitet Wyborczy Wyborcow"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3									74	1678	3.0
"POL"	"Poland"	"PC"	"Centre Agreement"	"Porozumienie Centrum"	"Porozumienie Centrum"	"chr"	"Christian democracy"	5.5556	5.7	7.2	8.3	92521.0				3005.0				74	369	3.0
"POL"	"Poland"	"PCD"	"Party of Christian Democrats"	"Partia Chrześcijańskich Demokratów"	"Partia Chrzescijanskich Demokratow"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	92522.0								74	696	3.0
"POL"	"Poland"	"PL"	"Peasants Agreement"	"Porozumenie Ludowe"	"Porozumenie Ludowe"	"agr"	"Agrarian"	3.3333	4.9	6.5	5.4	92810.0				3002.0				74	619	2.0
"POL"	"Poland"	"PO"	"Civic Platform"	"Platforma Obywatelska"	"Platforma Obywatelska"	"con"	"Conservative"	6.2355	8.236	3.7102	9.3705	92435.0	228.0	1616435.0				2980.0	2603.0	74	512	26.0
"POL"	"Poland"	"PPG"	"Polish Economic Program [Large Beer]"	"Polski Program Gospodarczy [Duże Piwo]"	"Polski Program Gospodarczy [Duze Piwo]"	"lib"	"Liberal"	6.0	6.7	3.5	8.8	92433.0								74	1691	6.0
"POL"	"Poland"	"PR"	"Poland Together"	"Polska Razem"	"Polska Razem"	"con"	"Conservative"	7.4	6.4	6.9	7.8									74	2331	26.0
"POL"	"Poland"	"PSL"	"Polish People's Party"	"Polskie Stronnictwo Ludowe"	"Polskie Stronnictwo Ludowe"	"agr"	"Agrarian"	4.1856	2.8942	6.5491	5.3573	92811.0	229.0	1616811.0		3002.0		3006.0	2606.0	74	664	2.0
"POL"	"Poland"	"PZPR"	"Polish United Workers' Party"	"Polska Zjednoczone Partia Robotnicza"	"Polska Zjednoczone Partia Robotnicza"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									74	1077	14.0
"POL"	"Poland"	"PZZ"	"Polish Western Union"	"Polski Związek Zachodni"	"Polski Zwiazek Zachodni"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3	92711.0								74	1074	14.0
"POL"	"Poland"	"PiS"	"Law and Justice"	"Prawo i Sprawiedliwość"	"Prawo i Sprawiedliwosc"	"con"	"Conservative"	7.6997	4.0466	8.2514	5.4813	92436.0	230.0	1616436.0				3032.0	2605.0	74	528	26.0
"POL"	"Poland"	"PjN"	"Poland is the Most Important"	"Polska jest Najważniejsza"	"Polska jest Najwazniejsza"	"con"	"Conservative"	7.4	6.4	6.9	7.8									74	1679	26.0
"POL"	"Poland"	"PrRz"	"Republic Right Party"	"Prawica Rzeczypospolitej"	"Prawica Rzeczypospolitej"	"con"	"Conservative"	7.4	6.4	6.9	7.8		355.0							74	1283	26.0
"POL"	"Poland"	"RAS"	"Movement for Silesian Autonomy"	"Ruch Autonomii Śląska"	"Ruch Autonomii Slaska"	"spec"	"Special issue"					92952.0								74	1208	16.0
"POL"	"Poland"	"RN"	"National Movement "	"Ruch Narodowy"	"Ruch Narodowy"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									74	2398	40.0
"POL"	"Poland"	"ROP"	"Movement for the Reconstruction of Poland"	"Ruch Odbudowy Polski"	"Ruch Odbudowy Polski"	"con"	"Conservative"	5.7895	5.2632	6.9	2.6316	92621.0						3058.0		74	148	26.0
"POL"	"Poland"	"RP"	"Your (Palikot's) Movement"	"Twój Ruch (Palikota)"	"Twoj Ruch (Palikota)"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									74	1945	6.0
"POL"	"Poland"	"RdR"	"Movement for the Republic"	"Ruch dla Rzeczypospolitej"	"Ruch dla Rzeczypospolitej"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	92523.0								74	1710	3.0
"POL"	"Poland"	"S"	"Solidarnosc"	"Solidarność"	"Solidarnosc"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1	92320.0								74	108	11.0
"POL"	"Poland"	"SD"	"Democratic Party"	"Stronnictwo Demokratyczne"	"Stronnictwo Demokratyczne"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3	92211.0							2612.0	74	1216	14.0
"POL"	"Poland"	"SDPL"	"Social Democracy of Poland"	"Socjaldemokracja Polska"	"Socjaldemokracja Polska"	"soc"	"Social democracy"	3.0	4.67	1.43	8.5667								2611.0	74	1140	11.0
"POL"	"Poland"	"SLD"	"Democratic Left Alliance"	"Sojusz Lewicy Demokratycznej"	"Sojusz Lewicy Demokratycznej"	"soc"	"Social democracy"	2.8299	3.8505	1.8801	9.0872	92210.0	231.0	1616210.0		3001.0		3102.0	2601.0	74	629	11.0
"POL"	"Poland"	"SP"	"United Poland"	"Solidarna Polska"	"Solidarna Polska"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									74	2372	40.0
"POL"	"Poland"	"SRP"	"Self-Defense of the Republic Poland"	"Samoobrona Rzeczypospolitej Polskiej"	"Samoobrona Rzeczypospolitej Polskiej"	"agr"	"Agrarian"	3.997	2.008	7.3253	2.1473	92622.0	384.0					3076.0	2604.0	74	207	2.0
"POL"	"Poland"	"SoPr"	"Labour Solidarity"	"Solidarność Pracy"	"Solidarnosc Pracy"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1	92321.0								74	18	11.0
"POL"	"Poland"	"UP"	"Labour Union"	"Unia Pracy"	"Unia Pracy"	"soc"	"Social democracy"	2.0348	1.8898	1.3726	8.7816	92322.0						3128.0	2602.0	74	838	11.0
"POL"	"Poland"	"UPR|KNP"	"Real Politics Union | Congress of the New Right"	"Unia Polityki Realnej | Kongres Nowej Prawicy"	"Unia Polityki Realnej | Kongres Nowej Prawicy"	"con"	"Conservative"	9.7368	9.4737	8.1579	2.3684	92432.0	382.0					3154.0		74	1549	26.0
"POL"	"Poland"	"X"	"Party X"	"Partia X"	"Partia X"	"spec"	"Special issue"					92712.0								74	181	16.0
"POL"	"Poland"	"ZChN"	"Christian National Union"	"Zjednoczenie Chrześcijańsko-Narodowe"	"Zjednoczenie Chrzescijansko-Narodowe"	"con"	"Conservative"	7.4	6.4	6.9	7.8									74	1758	26.0
"POL"	"Poland"	"ZSL"	"United People's Party"	"Zjednoczone Stronnictwo Ludowe"	"Zjednoczone Stronnictwo Ludowe"	"agr"	"Agrarian"	5.3	4.9	6.5	5.4									74	822	2.0
"POL"	"Poland"	"no-seat"	"no seat"	"no seat"	"no seat"	"none"	"no family"													74	2053	12.0
"POL"	"Poland"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"													74	1011	12.0
"POL"	"Poland"	"one-seat"	"one seat"	"one seat"	"one seat"	"none"	"no family"													74	2287	12.0
"PRT"	"Portugal"	"AD"	"Democratic Alliance"	"Aliança Democrática"	"Alianca Democratica"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									63	1543	6.0
"PRT"	"Portugal"	"APU"	"United People Alliance"	"Aliança Povo Unido"	"Alianca Povo Unido"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									63	11	14.0
"PRT"	"Portugal"	"ASDI"	"Independent Social Democrats"	"Associação Social Democrata Independente"	"Associacao Social Democrata Independente"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1	35316.0								63	622	11.0
"PRT"	"Portugal"	"BE"	"Bloc of the Left"	"Bloco de Esquerda"	"Bloco de Esquerda"	"com"	"Communist/Socialist"	1.6425	1.9526	1.2670000000000001	3.7018	35211.0	232.0	1620211.0				7632.0	1208.0	63	557	14.0
"PRT"	"Portugal"	"CDS-PP"	"Democratic and Social Centre -- People's Party"	"Centro Democrático e Social – Partido Popular"	"Centro Democratico e Social -- Partido Popular"	"chr"	"Christian democracy"	8.0222	8.1963	8.9916	4.3909	35314.0	233.0	1620314.0		3104.0	1202.0	7650.0	1202.0	63	251	3.0
"PRT"	"Portugal"	"CDU"	"Unified Democratic Coalition"	"Coligação Democrático Unitária"	"Coligacao Democratico Unitaria"	"com"	"Communist/Socialist"	2.2233	1.48	2.6433	3.2	35229.0	234.0	1620229.0			1201.0		1201.0	63	1295	14.0
"PRT"	"Portugal"	"FRS"	"Republican and Socialist Front"	"Frente Republicana e Socialista"	"Frente Republicana e Socialista"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									63	1290	11.0
"PRT"	"Portugal"	"FSP"	"People's Socialist Front"	"Frente Socialista Popular"	"Frente Socialista Popular"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									63	601	14.0
"PRT"	"Portugal"	"ID"	"Democratic Intervention"	"Intervençao Democrática"	"Intervencao Democratica"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1	35315.0								63	889	11.0
"PRT"	"Portugal"	"L"	"Livre"	"Livre – Liberdade, Esquerda, Europa e Ecologia"	"Livre -- Liberdade, Esquerda, Europa e Ecologia"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									63	2374	11.0
"PRT"	"Portugal"	"MDP"	"Democratic Movement"	"Movimento Democrático Português"	"Movimento Democratico Portugues"	"soc"	"Social democracy"	3.3	3.5	3.5	2.5	35310.0					1212.0			63	1281	11.0
"PRT"	"Portugal"	"MEP"	"Hope for Portugal Movement"	"Movimento Esperança Portugal"	"Movimento Esperanca Portugal"	"lib"	"Liberal"	6.0	6.7	3.5	8.8		235.0							63	925	6.0
"PRT"	"Portugal"	"MES"	"Movement of Socialist Left"	"Movimento de Esquerda Socialista"	"Movimento de Esquerda Socialista"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									63	1508	14.0
"PRT"	"Portugal"	"MPT"	"Earth Party"	"Partido da Terra"	"Partido da Terra"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5									63	2373	19.0
"PRT"	"Portugal"	"PAN"	"Party for Animals and Nature"	"Partido pelos Animais e pela Natureza"	"Partido pelos Animais e pela Natureza"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5									63	1781	19.0
"PRT"	"Portugal"	"PCP"	"Portuguese Communist Party"	"Partido Comunista Português"	"Partido Comunista Portugues"	"com"	"Communist/Socialist"	2.1754	1.6343	1.6291	2.0461	35220.0				3101.0	1209.0	7668.0		63	514	14.0
"PRT"	"Portugal"	"PCTP/MRPP"	"Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat"	"Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado"	"Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3		237.0							63	281	14.0
"PRT"	"Portugal"	"PDC"	"Christian Democratic Party"	"Partido da Democracia Cristã"	"Partido da Democracia Crista"	"chr"	"Christian democracy"	6.2	5.7	7.2	5.8333						1210.0			63	427	3.0
"PRT"	"Portugal"	"PDR"	"Republican Democratic Party"	"Partido Democrático Republicano"	"Partido Democratico Republicano"	"con"	"Conservative"	7.4	6.4	6.9	7.8									63	2597	26.0
"PRT"	"Portugal"	"PEV"	"Ecology Party -- Greens"	"Partido Ecologista – Os Verdes"	"Partido Ecologista -- Os Verdes"	"eco"	"Green/Ecologist"	1.6579	2.1711	1.3158	3.8596	35110.0					1213.0	7686.0		63	1535	19.0
"PRT"	"Portugal"	"POUS"	"Workers Party of Socialist Unity"	"Partido Operário de Unidade Socialista"	"Partido Operario de Unidade Socialista"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									63	375	14.0
"PRT"	"Portugal"	"PPM"	"Popular Monarchist Party"	"Partido Popular Monárquico"	"Partido Popular Monarquico"	"con"	"Conservative"	7.4	6.4	6.9	5.0	35710.0	244.0				1203.0			63	107	26.0
"PRT"	"Portugal"	"PRD"	"Democratic Renewal Party"	"Partido Renovador Democrático"	"Partido Renovador Democratico"	"soc"	"Social democracy"	3.3	3.5	3.5	8.3333	35312.0					1204.0			63	341	11.0
"PRT"	"Portugal"	"PS"	"Socialist Party"	"Partido Socialista"	"Partido Socialista"	"soc"	"Social democracy"	4.0492	4.2716	3.5411	9.2233	35311.0	246.0	1620311.0		3102.0	1205.0	7704.0	1205.0	63	725	11.0
"PRT"	"Portugal"	"PSD"	"Social Democratic Party"	"Partido Social Democrata"	"Partido Social Democrata"	"lib"	"Liberal"	6.2949	6.8488	7.0224	8.4691	35313.0	245.0	1620313.0		3103.0	1206.0	7722.0	1206.0	63	1273	6.0
"PRT"	"Portugal"	"PSN"	"National Solidarity Party"	"Partido da Solidariedade Nacional"	"Partido da Solidariedade Nacional"	"spec"	"Special issue"				7.5	35951.0					1207.0			63	82	16.0
"PRT"	"Portugal"	"PSR"	"Revolutionary Socialist Party"	"Partido Socialista Revolucionário"	"Partido Socialista Revolucionario"	"com"	"Communist/Socialist"	1.3	1.4	3.0	1.3833						1208.0			63	998	14.0
"PRT"	"Portugal"	"Ref"	"Reformists"	"Reformadores"	"Reformadores"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									63	1772	14.0
"PRT"	"Portugal"	"UDP"	"Popular Democratic Union"	"União Democrática Popular"	"Uniao Democratica Popular"	"com"	"Communist/Socialist"	1.3	1.4	3.0	1.95	35210.0					1211.0			63	260	14.0
"PRT"	"Portugal"	"UEDS"	"Leftwing Union for the Socialist Democracy"	"União da Esquerda para a Democracia Socialista"	"Uniao de Esquerda para a Democracia Socialista"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1	35317.0								63	565	11.0
"PRT"	"Portugal"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"													63	729	12.0
"PRT"	"Portugal"	"one-seat"	"one seat"	"one seat"	"one seat"	"none"	"no family"													63	2291	12.0
"ROU"	"Romania"	"ApR"	"Alliance for Romania"	"Alianta pentru Romania"	"Alianta pentru Romania"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									23	2040	11.0
"ROU"	"Romania"	"CDR"	"Romanian Democratic Convention"	"Convenţia Democrată Română"	"Conventia Democrata Romana"	"chr"	"Christian democracy"	6.29	6.71	4.43	9.7667	93411.0							2707.0	23	356	3.0
"ROU"	"Romania"	"FC"	"Civic Force"	"Forța Civică"	"Forta Civica"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3									23	2129	3.0
"ROU"	"Romania"	"GDC"	"Democratic Group of the Centre"	"Grupul Democrat de Centru"	"Grupul Democrat de Centru"	"code"	"to be coded"					93529.0								23	152	28.0
"ROU"	"Romania"	"I-MD"	"Independent -- Mircea Diaconu"	"Mircea Diaconu"	"Mircea Diaconu"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									23	2394	6.0
"ROU"	"Romania"	"LRP"	"Liberal Reformist Party"	"Partidul Liberal Reformator"	"Partidul Liberal Reformator"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									23	2401	6.0
"ROU"	"Romania"	"MER"	"Romanian Ecological Movement"	"Miscarea Ecologista din Romania"	"Miscarea Ecologista din Romania"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5	93111.0								23	1639	19.0
"ROU"	"Romania"	"PAC"	"Party of the Civic Alliance"	"Partidul Alianţa Civică"	"Partidul Alianta Civica"	"lib"	"Liberal"	4.4444	6.7	3.5	8.8					3203.0				23	861	6.0
"ROU"	"Romania"	"PAR"	"Alternative Party of Romania"	"Partidul Alternativa României"	"Partidul Alternativa Romaniei"	"con"	"Conservative"	7.4	6.4	6.9	7.8									23	2087	26.0
"ROU"	"Romania"	"PC"	"Conservative Party"	"Partidul Conservator"	"Partidul Conservator"	"con"	"Conservative"	4.7622	4.7538	6.2779	8.2028			1642600.0				3356.0	2702.0	23	5	26.0
"ROU"	"Romania"	"PD"	"Democratic Party"	"Partidul Democrat"	"Partidul Democrat"	"lib"	"Liberal"	5.3875	5.1868	3.9647	9.5309	93322.0						3226.0	2704.0	23	419	6.0
"ROU"	"Romania"	"PD-L"	"Democratic Liberal Party"	"Partidul Democrat-Liberal"	"Partidul Democrat-Liberal"	"lib"	"Liberal"	5.3875	5.1868	3.9647	9.5309		248.0	1642400.0				3226.0	2704.0	23	958	6.0
"ROU"	"Romania"	"PDAR"	"Democratic Agrarian Party of Romania"	"Partidul Democrat Agrar din România"	"Partidul Democrat Agrar din Romania"	"agr"	"Agrarian"	5.5556	4.9	6.5	5.4	93810.0				3207.0				23	1299	2.0
"ROU"	"Romania"	"PER"	"Romanian Ecologist Party"	"Partidul Ecologist Român"	"Partidul Ecologist Roman"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5	93112.0								23	792	19.0
"ROU"	"Romania"	"PIN"	"National Initiative Party"	"Partidul Iniţiativa Naţională"	"Partidul Initiativa Nationala"	"con"	"Conservative"	7.4	6.4	6.9	7.8									23	1589	26.0
"ROU"	"Romania"	"PL/DC"	"Liberal Party / Democratic Convention"	"Partidul Liberal / Convenția Democrată"	"Partidul Liberal / Conventia Democrata"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									23	2099	6.0
"ROU"	"Romania"	"PLD"	"Liberal Democratic Party"	"Partidul Liberal Democrat"	"Partidul Liberal Democrat"	"lib"	"Liberal"	6.0543	7.245	3.5474	9.6079	93430.0				3201.0		3252.0	2705.0	23	1485	6.0
"ROU"	"Romania"	"PMP"	"People's Movement Party"	"Partidul Mișcarea Populară"	"Partidul Miscarea Populara"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3									23	2395	3.0
"ROU"	"Romania"	"PNG-CD"	"New Generation Party -- Christian Democratic"	"Partidul Noua Generaţie – Creştin Democrat"	"Partidul Noua Generatie -- Crestin Democrat"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3									23	1332	3.0
"ROU"	"Romania"	"PNL"	"National Liberal Party"	"Partidul Naţional Liberal"	"Partidul National Liberal"	"lib"	"Liberal"	6.0543	7.245	3.5474	9.6079	93430.0	249.0	1642401.0		3201.0		3252.0	2705.0	23	1015	6.0
"ROU"	"Romania"	"PNL-C"	"National Liberal Party Campeanu"	"Partidul National Liberal Campeanu"	"Partidul National Liberal Campeanu"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									23	2041	6.0
"ROU"	"Romania"	"PNL-CD"	"National Liberal Party -- Democratic Convention"	"Partidul Naţional Liberal – Convenţia Democrată"	"Partidul National Liberal -- Conventia Democratica"	"con"	"Conservative"	7.4	6.4	6.9	7.8									23	2088	26.0
"ROU"	"Romania"	"PNT-CD"	"Christian-Democratic National Peasants' Party"	"Partidul Naţional Ţărănesc Creştin Democrat"	"Partidul National Taranesc Crestin Democrat"	"chr"	"Christian democracy"	5.5341	4.9393	6.8421	8.8158	93521.0		1642800.0		3205.0		3278.0		23	888	3.0
"ROU"	"Romania"	"PP-DD"	"People's Party -- Dan Diaconescu"	"Partidul Poporului – Dan Diaconescu"	"Partidul Poporului -- Dan Diaconescu"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									23	2130	14.0
"ROU"	"Romania"	"PPR"	"Party of Pensioners of Romania"	"Partidul Pensionarilor din Romania"	"Partidul Pensionarilor din Romania"	"spec"	"Special issue"													23	2106	16.0
"ROU"	"Romania"	"PRM"	"Greater Romania Party"	"Partidul România Mare"	"Partidul Romania Mare"	"right"	"Right-wing"	6.6618	2.1497	9.5131	4.9488	93712.0	251.0	1642700.0		3209.0		3304.0	2703.0	23	713	40.0
"ROU"	"Romania"	"PS"	"Socialist Party"	"Partidul Socialist"	"Partidul Socialist"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									23	2104	14.0
"ROU"	"Romania"	"PSD"	"Social Democratic Party"	"Partidul Social Democrat"	"Partidul Social Democrat"	"soc"	"Social democracy"	3.2325	2.4518	6.2794	8.6459	93221.0	252.0	1642300.0		3202.0		3330.0	2701.0	23	1120	11.0
"ROU"	"Romania"	"PSDR"	"Romanian Social Democratic Party"	"Partidul Social Democrat Român"	"Partidul Social Democrat Roman"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1	93320.0								23	1601	11.0
"ROU"	"Romania"	"PSM"	"Socialist Party of Labour"	"Partidul Socialist al Muncii"	"Partidul Socialist al Muncii"	"com"	"Communist/Socialist"	5.5556	1.4	3.0	3.3	93713.0				3210.0				23	562	14.0
"ROU"	"Romania"	"PSMR"	"Romanian Socialist Party of Workers"	"Partidul Socialist Muncitoresc Roman"	"Partidul Socialist Muncitoresc Roman"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									23	2105	14.0
"ROU"	"Romania"	"PSoDR"	"Romanian Socialist Democratic Party"	"Partidul Socialist Democrat Român"	"Partidul Socialist Democrat Roman"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3	93222.0								23	307	14.0
"ROU"	"Romania"	"PUNR"	"Romanian National Unity Party"	"Partidul Unitatii Naţionale a Romanilor"	"Partidul Unitatii Nationale a Romanilor"	"right"	"Right-wing"	5.5556	5.9	8.6	2.4	93711.0				3208.0				23	648	40.0
"ROU"	"Romania"	"PaRe"	"Republican Party"	"Partidul Republican"	"Partidul Republican"	"code"	"to be coded"													23	2098	28.0
"ROU"	"Romania"	"PaRo"	"Party of the Roma"	"Partida Romilor"	"Partida Romilor"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									23	254	11.0
